source,target,weight,resources,references
ETV4,TIMP1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:10051488;CollecTRI:10692475;CollecTRI:1420363
TCF3,NOS2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10051498;CollecTRI:10868937;CollecTRI:7518621
CEBPB,ADRA1D,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10051504;CollecTRI:10796884;CollecTRI:10871045;CollecTRI:11058951;CollecTRI:11481261;CollecTRI:16431954
ARNT,CYP1B1,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:10051545;CollecTRI:12376470;CollecTRI:12801909;CollecTRI:16115918;CollecTRI:19255421;CollecTRI:19287966;CollecTRI:19376845;CollecTRI:21742528;CollecTRI:24299737
AHR,CYP1B1,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:10051545;CollecTRI:12213569;CollecTRI:12376470;CollecTRI:12801909;CollecTRI:12859982;CollecTRI:14728982;CollecTRI:16115918;CollecTRI:17012224;CollecTRI:17511620;CollecTRI:17709388;CollecTRI:17785579;CollecTRI:18059014;CollecTRI:19126602;CollecTRI:19287966;CollecTRI:19376845;CollecTRI:19789301;CollecTRI:19805408;CollecTRI:21703235;CollecTRI:21742528;CollecTRI:22138065;CollecTRI:22187486;CollecTRI:23275542;CollecTRI:24299737;CollecTRI:9478971
TP53,CCNB1,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:10051609;CollecTRI:11071927;CollecTRI:11162602;CollecTRI:11313928;CollecTRI:11522645;CollecTRI:11892838;CollecTRI:12379461;CollecTRI:12874009;CollecTRI:14627709;CollecTRI:15710382;CollecTRI:15737644;CollecTRI:17942917;CollecTRI:19470724;CollecTRI:20395210
PAX6,L1CAM,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10051657;CollecTRI:7917011
CARF,CREBBP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10064599
STAT5A,CCND1,1.0,CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:10064602;CollecTRI:14645506;CollecTRI:15885880;CollecTRI:16155412;CollecTRI:18927468;CollecTRI:19426693;CollecTRI:20372799;CollecTRI:21719533;CollecTRI:23223023;CollecTRI:23504816
STAT5A,IL3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10064602;CollecTRI:12574125;CollecTRI:14627821;CollecTRI:15358227;CollecTRI:24367002
CEBPB,VLDLR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10064725
NFYA,VLDLR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10064725
CEBPG,VLDLR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10064725
TP53,MDM2,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:10065155;CollecTRI:10072445;CollecTRI:10208414;CollecTRI:10321740;CollecTRI:10348346;CollecTRI:10469568;CollecTRI:10562557;CollecTRI:10566557;CollecTRI:10688649;CollecTRI:10718212;CollecTRI:10777217;CollecTRI:10788589;CollecTRI:10856296;CollecTRI:10871862;CollecTRI:10891494;CollecTRI:10914734;CollecTRI:10949923;CollecTRI:11046142;CollecTRI:11085543;CollecTRI:11127813;CollecTRI:11179471;CollecTRI:11245471;CollecTRI:11313463;CollecTRI:11328884;CollecTRI:11591713;CollecTRI:11593391;CollecTRI:11714701;CollecTRI:11748232;CollecTRI:11756653;CollecTRI:11840331;CollecTRI:11956627;CollecTRI:11964305;CollecTRI:12080472;CollecTRI:12138177;CollecTRI:12173040;CollecTRI:12208736;CollecTRI:12235242;CollecTRI:12374749;CollecTRI:12606552;CollecTRI:12750288;CollecTRI:12755686;CollecTRI:12851404;CollecTRI:12887889;CollecTRI:12902982;CollecTRI:14514686;CollecTRI:14532965;CollecTRI:14570892;CollecTRI:14602726;CollecTRI:14610316;CollecTRI:14704432;CollecTRI:14743206;CollecTRI:14990790;CollecTRI:15007388;CollecTRI:15024021;CollecTRI:15090541;CollecTRI:15192123;CollecTRI:15361831;CollecTRI:15550242;CollecTRI:15580300;CollecTRI:15592502;CollecTRI:15684615;CollecTRI:15734740;CollecTRI:15735665;CollecTRI:15831521;CollecTRI:15843377;CollecTRI:15851483;CollecTRI:15856024;CollecTRI:15908423;CollecTRI:15917661;CollecTRI:1614537;CollecTRI:16202543;CollecTRI:16337599;CollecTRI:16479015;CollecTRI:16492744;CollecTRI:16501602;CollecTRI:16510138;CollecTRI:16571800;CollecTRI:16585169;CollecTRI:16624812;CollecTRI:17043642;CollecTRI:17139261;CollecTRI:17237821;CollecTRI:17310983;CollecTRI:17318220;CollecTRI:17329361;CollecTRI:17390010;CollecTRI:17690113;CollecTRI:17848574;CollecTRI:17907153;CollecTRI:17936559;CollecTRI:18025460;CollecTRI:18333294;CollecTRI:18336191;CollecTRI:18359851;CollecTRI:18397889;CollecTRI:18566224;CollecTRI:18583933;CollecTRI:18585004;CollecTRI:18632610;CollecTRI:18781178;CollecTRI:18783169;CollecTRI:18814047;CollecTRI:18852133;CollecTRI:19085961;CollecTRI:19428175;CollecTRI:19505873;CollecTRI:19541936;CollecTRI:19590512;CollecTRI:19638633;CollecTRI:19648117;CollecTRI:19649205;CollecTRI:19663772;CollecTRI:19671680;CollecTRI:19837670;CollecTRI:19941079;CollecTRI:19955655;CollecTRI:20036872;CollecTRI:20080970;CollecTRI:20124454;CollecTRI:20156675;CollecTRI:20331637;CollecTRI:20547751;CollecTRI:20588255;CollecTRI:20659896;CollecTRI:20663877;CollecTRI:20703075;CollecTRI:20837136;CollecTRI:20858413;CollecTRI:20948295;CollecTRI:21097889;CollecTRI:21211512;CollecTRI:21217645;CollecTRI:21295542;CollecTRI:21422812;CollecTRI:21451571;CollecTRI:21478269;CollecTRI:21637567;CollecTRI:21750655;CollecTRI:21957016;CollecTRI:22081073;CollecTRI:22085928;CollecTRI:22180176;CollecTRI:22197810;CollecTRI:22223137;CollecTRI:22245141;CollecTRI:22290440;CollecTRI:22301280;CollecTRI:22383580;CollecTRI:22532570;CollecTRI:22787160;CollecTRI:22948151;CollecTRI:23149414;CollecTRI:23150757;CollecTRI:23150759;CollecTRI:23365201;CollecTRI:23483203;CollecTRI:23581014;CollecTRI:23612020;CollecTRI:23874713;CollecTRI:23982177;CollecTRI:24339722;CollecTRI:24389645;CollecTRI:25016801;CollecTRI:7587074;CollecTRI:7624148;CollecTRI:7651818;CollecTRI:7888679;CollecTRI:7936649;CollecTRI:7958853;CollecTRI:8187772;CollecTRI:8247544;CollecTRI:8313378;CollecTRI:8319905;CollecTRI:8413278;CollecTRI:8440237;CollecTRI:8910340;CollecTRI:8957072;CollecTRI:9070662;CollecTRI:9071998;CollecTRI:9135153;CollecTRI:9194564;CollecTRI:9207798;CollecTRI:9267820;CollecTRI:9270029;CollecTRI:9271120;CollecTRI:9294611;CollecTRI:9371494;CollecTRI:9400998;CollecTRI:9405685;CollecTRI:9430645;CollecTRI:9472631;CollecTRI:9486848;CollecTRI:9525742;CollecTRI:9535786;CollecTRI:9645455;CollecTRI:9649502;CollecTRI:9681831;CollecTRI:9707425;CollecTRI:9815889;CollecTRI:9858609
TBP,CD74,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10066420;CollecTRI:10669725;CollecTRI:10692576;CollecTRI:12417716;CollecTRI:12769853;CollecTRI:15637059;CollecTRI:19767748;CollecTRI:20631054;CollecTRI:22013162;CollecTRI:22424775;CollecTRI:22848139;CollecTRI:23454483;CollecTRI:24048476;CollecTRI:7518774;CollecTRI:7567983;CollecTRI:7678250;CollecTRI:8087622;CollecTRI:8247010;CollecTRI:8627767;CollecTRI:8670810;CollecTRI:8743879;CollecTRI:9288741;CollecTRI:9741619;CollecTRI:9811538;CollecTRI:9837969
ZNF148,CDKN1A,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:10066455;CollecTRI:10899165;CollecTRI:12840224;CollecTRI:16952553;CollecTRI:22214764
NFIC,CREBBP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10066764
NFIC,SRC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10066764
NFIC,ADAM2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10066764
NFIC,GAL,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10066764
NFIC,NFIC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10066764;CollecTRI:10762365;CollecTRI:23407945
NR3C1,ADAM2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10066764;CollecTRI:11739747;CollecTRI:17180578;CollecTRI:18938207;CollecTRI:19307749;CollecTRI:20478996;CollecTRI:21883217;CollecTRI:22851703;CollecTRI:8502237
RBPJ,MYOD1,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI,CollecTRI:10066785;CollecTRI:10079231;CollecTRI:12050162
RBPJ,HES1,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI,CollecTRI:10066785;CollecTRI:10205173;CollecTRI:10520600;CollecTRI:10933396;CollecTRI:11120788;CollecTRI:11866432;CollecTRI:12814948;CollecTRI:17611704;CollecTRI:21311046;CollecTRI:22718343;CollecTRI:7566092;CollecTRI:9819428
HES1,HES1,1.0,CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI,CollecTRI:10066785;CollecTRI:12682059;CollecTRI:14722248;CollecTRI:15110721;CollecTRI:15536134;CollecTRI:16916793;CollecTRI:18852286;CollecTRI:19109490;CollecTRI:19124651;CollecTRI:19321451;CollecTRI:21205878;CollecTRI:22167192;CollecTRI:22172337;CollecTRI:23267012;CollecTRI:23990620;CollecTRI:24185616;CollecTRI:9570134
ATF2,CCND1,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:10066798;CollecTRI:10464245;CollecTRI:10500157;CollecTRI:10915780;CollecTRI:11410592;CollecTRI:11739785;CollecTRI:11850817;CollecTRI:15314161;CollecTRI:15691880;CollecTRI:16405968;CollecTRI:9990041
JUN,CCND1,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:10066798;CollecTRI:10500157;CollecTRI:10567390;CollecTRI:10790372;CollecTRI:11402335;CollecTRI:11410592;CollecTRI:11432833;CollecTRI:11745411;CollecTRI:12794082;CollecTRI:14672732;CollecTRI:15282324;CollecTRI:15467760;CollecTRI:15574422;CollecTRI:15574764;CollecTRI:15994313;CollecTRI:16393119;CollecTRI:16860316;CollecTRI:17166846;CollecTRI:17278098;CollecTRI:17477349;CollecTRI:17496887;CollecTRI:17501623;CollecTRI:17637753;CollecTRI:17670745;CollecTRI:18084253;CollecTRI:19435822;CollecTRI:20037604;CollecTRI:20220142;CollecTRI:20482821;CollecTRI:21474819;CollecTRI:22550166;CollecTRI:24190040;CollecTRI:9878062
FOS,MAPK14,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10067858
GATA4,INHA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10067876;CollecTRI:12533404;CollecTRI:16720723
GATA4,GATA4,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10067876;CollecTRI:17098826;CollecTRI:17207921;CollecTRI:18387357;CollecTRI:18591257;CollecTRI:19276186;CollecTRI:20384792;CollecTRI:21059997;CollecTRI:21084315;CollecTRI:21376121;CollecTRI:22174950;CollecTRI:23239811
GATA4,GATA6,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:14988427;CollecTRI:15659482;CollecTRI:18816845
GATA6,GATA4,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:10067876;CollecTRI:14666170;CollecTRI:14715527;CollecTRI:14988427;CollecTRI:21878320
E2F3,RBL1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:10068462
NFATC2,IL4,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;IntAct_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI,CollecTRI:10069428;CollecTRI:10772943;CollecTRI:10894164;CollecTRI:11687571;CollecTRI:11781715;CollecTRI:11956291;CollecTRI:12218118;CollecTRI:12355451;CollecTRI:12594266;CollecTRI:15048722;CollecTRI:15539155;CollecTRI:15684054;CollecTRI:17645498;CollecTRI:18217957;CollecTRI:18962896;CollecTRI:19915002;CollecTRI:21799768;CollecTRI:22226971;CollecTRI:23612709;CollecTRI:25037220;CollecTRI:7989759;CollecTRI:8284217;CollecTRI:8524816;CollecTRI:8668213;CollecTRI:9133600;CollecTRI:9310836;CollecTRI:9430230;CollecTRI:9845517;CollecTRI:9916709
HNF4A,GUCY2C,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI,CollecTRI:10070050
RXRG,SFTPB,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:10070102;CollecTRI:9700083
RARA,SFTPB,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:10070102;CollecTRI:10617585;CollecTRI:11274148;CollecTRI:15044588
CREB1,CD74,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10072067;CollecTRI:11431425;CollecTRI:11908639;CollecTRI:12391222;CollecTRI:1329030;CollecTRI:15388795;CollecTRI:15461447;CollecTRI:16730065;CollecTRI:18191017;CollecTRI:8702791
JUN,CDKN1A,-1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:10072388;CollecTRI:10506225;CollecTRI:10733944;CollecTRI:11136975;CollecTRI:12054510;CollecTRI:12717415;CollecTRI:18094076;CollecTRI:18210215;CollecTRI:19628677;CollecTRI:21278055
TP53,JUN,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10427119;CollecTRI:18604200;CollecTRI:8706975
JUN,TP53,-1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:10072388;CollecTRI:10348347;CollecTRI:12963547;CollecTRI:17321721;CollecTRI:18604200;CollecTRI:20697347;CollecTRI:22353755;CollecTRI:22859294
JUN,TSC1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10072388;CollecTRI:9290958
TP53,TP53,1.0,CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:10072388;CollecTRI:10082513;CollecTRI:10082525;CollecTRI:10097112;CollecTRI:10101797;CollecTRI:10206959;CollecTRI:10207030;CollecTRI:10207051;CollecTRI:10208414;CollecTRI:10213232;CollecTRI:10233872;CollecTRI:10340750;CollecTRI:10400708;CollecTRI:10505791;CollecTRI:10516715;CollecTRI:10557083;CollecTRI:10559267;CollecTRI:10602486;CollecTRI:10602522;CollecTRI:10606233;CollecTRI:10606650;CollecTRI:10698502;CollecTRI:10747965;CollecTRI:10753945;CollecTRI:10890910;CollecTRI:10969820;CollecTRI:10980602;CollecTRI:10990460;CollecTRI:11007955;CollecTRI:11032029;CollecTRI:11072234;CollecTRI:11127813;CollecTRI:11158615;CollecTRI:11169742;CollecTRI:11175333;CollecTRI:11259619;CollecTRI:11313982;CollecTRI:11375890;CollecTRI:11375983;CollecTRI:11382762;CollecTRI:11382926;CollecTRI:11423978;CollecTRI:11429705;CollecTRI:11481488;CollecTRI:11557753;CollecTRI:11591730;CollecTRI:11675005;CollecTRI:11714700;CollecTRI:11781835;CollecTRI:11791186;CollecTRI:11798189;CollecTRI:11807984;CollecTRI:11852084;CollecTRI:11871818;CollecTRI:12024039;CollecTRI:12080472;CollecTRI:12164786;CollecTRI:12170778;CollecTRI:12217864;CollecTRI:12372430;CollecTRI:12374798;CollecTRI:12402042;CollecTRI:12431761;CollecTRI:12433990;CollecTRI:12444079;CollecTRI:12692266;CollecTRI:12748190;CollecTRI:12750563;CollecTRI:12824528;CollecTRI:12918060;CollecTRI:12925527;CollecTRI:12942774;CollecTRI:12944915;CollecTRI:14520699;CollecTRI:14610316;CollecTRI:1465435;CollecTRI:14710355;CollecTRI:14712090;CollecTRI:14722112;CollecTRI:14743206;CollecTRI:14985507;CollecTRI:14990988;CollecTRI:15019163;CollecTRI:15024021;CollecTRI:15044452;CollecTRI:15077179;CollecTRI:15153330;CollecTRI:15242522;CollecTRI:15289308;CollecTRI:15489892;CollecTRI:15496412;CollecTRI:15509808;CollecTRI:15540784;CollecTRI:15548589;CollecTRI:15574328;CollecTRI:15734740;CollecTRI:15798209;CollecTRI:15860260;CollecTRI:15908423;CollecTRI:16107692;CollecTRI:16158047;CollecTRI:16230375;CollecTRI:16244670;CollecTRI:16301995;CollecTRI:16343438;CollecTRI:16462765;CollecTRI:16479015;CollecTRI:16492744;CollecTRI:16557594;CollecTRI:16636674;CollecTRI:16642213;CollecTRI:16738310;CollecTRI:16828711;CollecTRI:16849542;CollecTRI:16855375;CollecTRI:16929179;CollecTRI:16990849;CollecTRI:17072342;CollecTRI:17186020;CollecTRI:17245118;CollecTRI:17264218;CollecTRI:17317671;CollecTRI:17344317;CollecTRI:17377493;CollecTRI:17442733;CollecTRI:17513613;CollecTRI:17533371;CollecTRI:17555406;CollecTRI:17569660;CollecTRI:17634135;CollecTRI:17685229;CollecTRI:17762884;CollecTRI:17805299;CollecTRI:17845721;CollecTRI:17878219;CollecTRI:17909016;CollecTRI:17942917;CollecTRI:17942928;CollecTRI:17993233;CollecTRI:18022393;CollecTRI:18053811;CollecTRI:18303029;CollecTRI:18336191;CollecTRI:18374905;CollecTRI:18377871;CollecTRI:18419600;CollecTRI:18505928;CollecTRI:18555750;CollecTRI:18556654;CollecTRI:18632613;CollecTRI:18698017;CollecTRI:18922183;CollecTRI:19015127;CollecTRI:19037090;CollecTRI:19075931;CollecTRI:19086036;CollecTRI:19107228;CollecTRI:19124064;CollecTRI:19135161;CollecTRI:19147532;CollecTRI:19204115;CollecTRI:19229245;CollecTRI:19244234;CollecTRI:19357269;CollecTRI:19465063;CollecTRI:19558368;CollecTRI:19580521;CollecTRI:19602589;CollecTRI:19638633;CollecTRI:19718706;CollecTRI:19776115;CollecTRI:19776742;CollecTRI:19837670;CollecTRI:19882681;CollecTRI:19930465;CollecTRI:20093361;CollecTRI:20124454;CollecTRI:20139776;CollecTRI:20167600;CollecTRI:20185821;CollecTRI:20190809;CollecTRI:20197393;CollecTRI:20198350;CollecTRI:20225156;CollecTRI:20331637;CollecTRI:20428765;CollecTRI:20505327;CollecTRI:20569441;CollecTRI:20576604;CollecTRI:20588255;CollecTRI:20607720;CollecTRI:20647772;CollecTRI:20659896;CollecTRI:20689555;CollecTRI:20797428;CollecTRI:20805247;CollecTRI:20886113;CollecTRI:21042410;CollecTRI:21042757;CollecTRI:21071137;CollecTRI:21285512;CollecTRI:21348943;CollecTRI:21552926;CollecTRI:21556530;CollecTRI:21617703;CollecTRI:21655924;CollecTRI:21862876;CollecTRI:21887328;CollecTRI:21914463;CollecTRI:21924287;CollecTRI:21941086;CollecTRI:22032922;CollecTRI:22074401;CollecTRI:22075982;CollecTRI:22178888;CollecTRI:22203497;CollecTRI:22266186;CollecTRI:22266808;CollecTRI:22266868;CollecTRI:22391568;CollecTRI:22427654;CollecTRI:22445862;CollecTRI:22498492;CollecTRI:22532570;CollecTRI:22576012;CollecTRI:22611192;CollecTRI:22777360;CollecTRI:22787161;CollecTRI:22796152;CollecTRI:22805162;CollecTRI:22862424;CollecTRI:23035104;CollecTRI:23100276;CollecTRI:23148227;CollecTRI:23165212;CollecTRI:23178494;CollecTRI:23291986;CollecTRI:23967302;CollecTRI:23982177;CollecTRI:23995788;CollecTRI:24040083;CollecTRI:24134839;CollecTRI:24183724;CollecTRI:24231352;CollecTRI:24330748;CollecTRI:24333671;CollecTRI:24696455;CollecTRI:24737129;CollecTRI:24788519;CollecTRI:24799195;CollecTRI:24802395;CollecTRI:7478511;CollecTRI:7494329;CollecTRI:7556087;CollecTRI:7623839;CollecTRI:7651818;CollecTRI:7684498;CollecTRI:7700629;CollecTRI:7824283;CollecTRI:7969121;CollecTRI:7995520;CollecTRI:8051093;CollecTRI:8090749;CollecTRI:8117626;CollecTRI:8242752;CollecTRI:8247532;CollecTRI:8247545;CollecTRI:8299938;CollecTRI:8382357;CollecTRI:8388491;CollecTRI:8405994;CollecTRI:8514746;CollecTRI:8521821;CollecTRI:8570655;CollecTRI:8630996;CollecTRI:8645424;CollecTRI:8647846;CollecTRI:8695156;CollecTRI:8756654;CollecTRI:8892752;CollecTRI:8892753;CollecTRI:8932384;CollecTRI:9105415;CollecTRI:9191059;CollecTRI:9242687;CollecTRI:9268733;CollecTRI:9315650;CollecTRI:9343394;CollecTRI:9449526;CollecTRI:9649502;CollecTRI:9677410;CollecTRI:9707425;CollecTRI:9724739;CollecTRI:9774662;CollecTRI:9839551;CollecTRI:9841917;CollecTRI:9844738;CollecTRI:9858609;CollecTRI:9890939;CollecTRI:9926927
STAT3,PRF1,1.0,CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI,CollecTRI:10072525
DBP,JTB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10073576
HLF,JTB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10073576
HLF,F8,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:10073576
PPARG,SERPINE2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:10073956
PPARG,SERPINE1,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:10073956;CollecTRI:10329404;CollecTRI:11230363;CollecTRI:14581151;CollecTRI:15990085;CollecTRI:16843437;CollecTRI:17906687;CollecTRI:17995524;CollecTRI:18278065
MAX,PDLIM7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10074148;CollecTRI:17546492
USF2,PDLIM7,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:10074148
IRF1,SAMHD1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:10075021;CollecTRI:10570299;CollecTRI:11703094;CollecTRI:11781315;CollecTRI:12232043;CollecTRI:12429737;CollecTRI:12474233;CollecTRI:16413538;CollecTRI:18546154;CollecTRI:20510882;CollecTRI:20631312;CollecTRI:21345967;CollecTRI:23659673;CollecTRI:7814871;CollecTRI:9164960;CollecTRI:9548487
IRF2,SAMHD1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10075021;CollecTRI:11058120;CollecTRI:18281489
IRF1,IFNG,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:10075021;CollecTRI:10334391;CollecTRI:10404391;CollecTRI:10454342;CollecTRI:10714548;CollecTRI:10926836;CollecTRI:11564890;CollecTRI:11777545;CollecTRI:12052885;CollecTRI:12429737;CollecTRI:12479817;CollecTRI:12493643;CollecTRI:12517966;CollecTRI:12781715;CollecTRI:13678429;CollecTRI:1374362;CollecTRI:14735146;CollecTRI:14993214;CollecTRI:15860458;CollecTRI:16135520;CollecTRI:16824573;CollecTRI:16931033;CollecTRI:17018642;CollecTRI:17036321;CollecTRI:17293456;CollecTRI:19929594;CollecTRI:20400850;CollecTRI:20861350;CollecTRI:23419754;CollecTRI:23811275;CollecTRI:7509445;CollecTRI:7823961;CollecTRI:9164960;CollecTRI:9193655;CollecTRI:9491997
IRF1,NOS2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:10075021;CollecTRI:10356322;CollecTRI:10852612;CollecTRI:10882409;CollecTRI:11042347;CollecTRI:11325839;CollecTRI:11399519;CollecTRI:12429737;CollecTRI:12902503;CollecTRI:16140971;CollecTRI:16284791;CollecTRI:17723228;CollecTRI:19281374;CollecTRI:19628072;CollecTRI:20510882;CollecTRI:23419754;CollecTRI:7520478;CollecTRI:9305901;CollecTRI:9307029
IRF2,NOS2,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:10075021
IRF6,IRAK1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10075645;CollecTRI:22514649;CollecTRI:24872416
IRF6,IRAK2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10075645
IRF6,TRAF6,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10075645
IRF6,TRAF2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10075645
SP1,FASLG,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:10075666;CollecTRI:10671224;CollecTRI:10754388;CollecTRI:11053446;CollecTRI:11254710;CollecTRI:11745351;CollecTRI:11970950;CollecTRI:12655294;CollecTRI:14563113;CollecTRI:15004200;CollecTRI:15173177;CollecTRI:15659839;CollecTRI:17192273;CollecTRI:18293083;CollecTRI:20617570
SP3,FASLG,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10075666
AR,PRKACA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:10075669;CollecTRI:12933667;CollecTRI:15691881;CollecTRI:9886819
